x,y
5.899976000000002,1.9000239999999948
5.899976000000002,1.6500239999999948
5.899976000000002,1.4000239999999948
5.899976000000002,1.1500239999999948
-0.4000239999999948,-0.5499760000000009
5.199976000000007,3.3000239999999934
2.849976000000005,-3.1999760000000066
2.849976000000005,-3.4499760000000066
2.849976000000005,-3.699976000000007
2.849976000000005,-3.949976000000007
6.999976000000004,3.8500239999999977
6.999976000000004,3.6000239999999977
6.999976000000004,3.3500239999999977
6.999976000000004,3.1000239999999977
8.699976000000007,0.8500239999999977
8.699976000000007,0.6000239999999977
8.699976000000007,0.3500239999999976
3.599976000000005,0.1500239999999948
8.699976000000007,0.1000239999999976
8.999976000000004,0.7500239999999962
8.999976000000004,0.5000239999999962
8.999976000000004,0.2500239999999962
8.999976000000004,2.3999999996249244e-05
4.749976000000004,1.950023999999999
4.749976000000004,1.700023999999999
4.749976000000004,1.450023999999999
4.749976000000004,1.200023999999999
8.999976000000004,-0.2499760000000037
8.999976000000004,-0.4999760000000037
1.3499760000000052,-2.999976000000004
-0.7500239999999962,-0.7499760000000038
-0.7500239999999962,-0.9999760000000038
9.249976000000004,-2.249976000000004
9.249976000000004,-2.499976000000004
9.249976000000004,-2.749976000000004
9.249976000000004,-2.999976000000004
-0.4500239999999991,0.9000239999999948
-0.4500239999999991,0.6500239999999948
-0.4500239999999991,0.4000239999999948
-0.4500239999999991,0.1500239999999948
-0.4500239999999991,-0.0999760000000051
-0.4500239999999991,-0.3499760000000051
-0.4500239999999991,-0.5999760000000052
9.549976,-2.099976000000005
5.299976000000001,-1.1499760000000023
5.299976000000001,-1.3999760000000023
5.299976000000001,-1.6499760000000023
5.299976000000001,-1.8999760000000023
9.549976,-2.349976000000005
9.549976,-2.599976000000005
0.8499760000000052,0.8500239999999977
0.8499760000000052,0.6000239999999977
0.8499760000000052,0.3500239999999976
0.8499760000000052,0.1000239999999976
0.8499760000000052,-0.1499760000000023
0.8499760000000052,-0.3999760000000023
3.049976000000001,-3.049976000000001
3.049976000000001,-3.299976000000001
3.049976000000001,-3.549976000000001
3.049976000000001,-3.799976000000001
6.049976000000001,2.950023999999999
6.049976000000001,2.700023999999999
6.049976000000001,2.450023999999999
6.049976000000001,2.200023999999999
8.699976000000007,1.7500239999999962
8.699976000000007,1.5000239999999962
8.699976000000007,1.2500239999999962
3.599976000000005,1.8000239999999934
3.599976000000005,1.5500239999999934
8.699976000000007,1.0000239999999962
8.999976000000004,1.9000239999999948
8.999976000000004,1.6500239999999948
8.999976000000004,1.4000239999999948
8.999976000000004,1.1500239999999948
9.799976,-2.1499760000000023
9.799976,-2.3999760000000023
9.799976,-2.6499760000000023
9.799976,-2.8999760000000023
1.1499760000000023,-0.5499760000000009
1.3499760000000052,-1.0999760000000052
1.3499760000000052,-1.3499760000000052
1.3499760000000052,-1.5999760000000052
4.099976000000005,-0.1499760000000023
4.099976000000005,-0.3999760000000023
9.249976000000004,-1.0999760000000052
9.249976000000004,-1.3499760000000052
9.249976000000004,-1.5999760000000052
9.249976000000004,-1.8499760000000047
9.549976,-1.1999760000000066
9.549976,-1.4499760000000066
9.549976,-1.6999760000000066
9.549976,-1.9499760000000064
9.899976000000002,-3.049976000000001
9.899976000000002,-3.299976000000001
9.899976000000002,-3.549976000000001
1.4999760000000038,-0.5499760000000009
1.4999760000000038,-0.7999760000000009
9.899976000000002,-3.799976000000001
8.049976000000001,0.7500239999999962
8.049976000000001,0.5000239999999962
7.399976000000002,3.8500239999999977
7.399976000000002,3.6000239999999977
7.399976000000002,3.3500239999999977
7.399976000000002,3.1000239999999977
6.899976000000002,1.8000239999999934
6.899976000000002,1.5500239999999934
6.899976000000002,1.3000239999999934
6.899976000000002,1.0500239999999934
3.949976000000007,0.8500239999999977
3.949976000000007,0.6000239999999977
0.0499760000000009,1.2500239999999962
0.0499760000000009,1.0000239999999962
8.449976000000007,-3.349976000000005
8.449976000000007,-3.599976000000005
8.449976000000007,-3.849976000000005
9.599976000000003,-2.049976000000001
9.599976000000003,-2.299976000000001
